person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,dti_ratio,income_per_emp_year,rate_tier,risk_score,risk_tier
26,50000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,6000,10.99,0,0.12,N,3,0.12,4545.0,Medium (8-12%),5,Low Risk
25,54000,RENT,4.0,HOMEIMPROVEMENT,A,6000,8.59,0,0.11,N,4,0.111,10800.0,Medium (8-12%),5,Low Risk
23,54000,RENT,0.0,EDUCATION,C,6000,12.53,0,0.11,Y,4,0.111,54000.0,High (12-16%),42,Medium Risk
23,54516,RENT,4.0,VENTURE,B,6000,9.91,0,0.11,N,3,0.11,10903.0,Medium (8-12%),10,Low Risk
22,50000,MORTGAGE,7.0,VENTURE,B,8800,11.11,0,0.18,N,4,0.176,6250.0,Medium (8-12%),5,Low Risk
22,50000,MORTGAGE,4.0,EDUCATION,A,12000,7.29,0,0.24,N,3,0.24,10000.0,Low (<8%),13,Low Risk
25,50000,MORTGAGE,5.0,EDUCATION,C,4000,13.43,0,0.08,Y,3,0.08,8333.0,High (12-16%),32,Medium Risk
26,48700,RENT,0.0,MEDICAL,D,6000,14.59,1,0.12,N,3,0.123,48700.0,High (12-16%),30,Low Risk
22,54996,RENT,4.0,VENTURE,B,6000,10.75,0,0.11,N,3,0.109,10999.0,Medium (8-12%),10,Low Risk
26,50000,MORTGAGE,1.0,VENTURE,B,15000,10.37,0,0.3,N,2,0.3,25000.0,Medium (8-12%),23,Low Risk
25,50000,MORTGAGE,9.0,PERSONAL,A,12000,7.49,0,0.24,N,2,0.24,5000.0,Low (<8%),8,Low Risk
25,55000,RENT,0.0,DEBTCONSOLIDATION,B,6000,10.65,0,0.11,N,2,0.109,55000.0,Medium (8-12%),15,Low Risk
22,55000,RENT,6.0,EDUCATION,C,6000,14.27,0,0.11,Y,2,0.109,7857.0,High (12-16%),32,Medium Risk
23,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,14400,10.0,0,0.29,N,2,0.288,16667.0,Medium (8-12%),18,Low Risk
22,55000,RENT,2.0,EDUCATION,A,6000,8.9,0,0.11,N,3,0.109,18333.0,Medium (8-12%),5,Low Risk
25,55000,RENT,3.0,HOMEIMPROVEMENT,B,6000,10.99,0,0.11,N,3,0.109,13750.0,Medium (8-12%),10,Low Risk
24,55000,RENT,0.0,DEBTCONSOLIDATION,A,6000,6.03,0,0.11,N,4,0.109,55000.0,Low (<8%),10,Low Risk
22,55000,RENT,6.0,EDUCATION,A,6000,6.62,0,0.11,N,2,0.109,7857.0,Low (<8%),0,
24,50000,MORTGAGE,2.0,PERSONAL,A,7000,5.42,0,0.14,N,4,0.14,16667.0,Low (<8%),5,Low Risk
23,55000,RENT,7.0,EDUCATION,B,6000,10.99,0,0.11,N,2,0.109,6875.0,Medium (8-12%),5,Low Risk
22,55000,RENT,6.0,DEBTCONSOLIDATION,A,6000,6.99,0,0.11,N,3,0.109,7857.0,Low (<8%),0,
21,49000,RENT,4.0,VENTURE,D,6000,15.99,1,0.12,N,4,0.122,9800.0,High (12-16%),25,Low Risk
26,55000,RENT,10.0,MEDICAL,A,6000,5.42,0,0.11,N,4,0.109,5000.0,Low (<8%),0,
22,55000,RENT,7.0,EDUCATION,B,6000,9.25,0,0.11,N,3,0.109,6875.0,Medium (8-12%),5,Low Risk
22,50000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5150,8.88,0,0.1,N,2,0.103,10000.0,Medium (8-12%),10,Low Risk
24,50000,MORTGAGE,8.0,MEDICAL,A,12000,5.42,0,0.24,N,2,0.24,5556.0,Low (<8%),8,Low Risk
21,49000,RENT,5.0,DEBTCONSOLIDATION,D,6000,14.84,1,0.12,Y,4,0.122,8167.0,High (12-16%),40,Medium Risk
26,55000,RENT,6.0,HOMEIMPROVEMENT,A,6000,7.14,0,0.11,N,4,0.109,7857.0,Low (<8%),0,
21,55000,RENT,3.0,EDUCATION,B,6000,10.99,0,0.11,N,3,0.109,13750.0,Medium (8-12%),10,Low Risk
22,55000,RENT,5.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.11,N,3,0.109,9167.0,Low (<8%),0,
22,50000,MORTGAGE,4.0,PERSONAL,B,7000,9.25,0,0.14,N,3,0.14,10000.0,Medium (8-12%),10,Low Risk
26,49200,RENT,7.0,MEDICAL,D,6000,16.49,1,0.12,Y,2,0.122,6150.0,Very High (>16%),40,Medium Risk
25,50000,MORTGAGE,5.0,EDUCATION,B,12000,10.99,0,0.24,N,2,0.24,8333.0,Medium (8-12%),13,Low Risk
21,55600,RENT,2.0,MEDICAL,A,6000,7.49,0,0.11,N,4,0.108,18533.0,Low (<8%),5,Low Risk
23,56000,RENT,6.0,EDUCATION,A,6000,7.49,0,0.11,N,4,0.107,8000.0,Low (<8%),0,
25,50000,MORTGAGE,7.0,PERSONAL,C,6600,12.61,0,0.13,Y,3,0.132,6250.0,High (12-16%),32,Medium Risk
24,50000,MORTGAGE,5.0,PERSONAL,A,6000,6.17,0,0.12,N,2,0.12,8333.0,Low (<8%),0,
25,56000,RENT,1.0,HOMEIMPROVEMENT,B,6000,10.74,0,0.11,N,2,0.107,28000.0,Medium (8-12%),15,Low Risk
25,50000,MORTGAGE,9.0,EDUCATION,A,5000,5.79,0,0.1,N,2,0.1,5000.0,Low (<8%),0,
26,44000,MORTGAGE,3.0,EDUCATION,A,22500,7.49,1,0.51,N,3,0.511,11000.0,Low (<8%),30,Low Risk
22,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12800,5.79,0,0.26,N,2,0.256,50000.0,Low (<8%),18,Low Risk
23,50000,RENT,1.0,DEBTCONSOLIDATION,B,6000,11.48,1,0.12,N,4,0.12,25000.0,Medium (8-12%),15,Low Risk
24,57000,RENT,0.0,VENTURE,A,6000,7.9,0,0.11,N,3,0.105,57000.0,Low (<8%),10,Low Risk
25,57000,RENT,5.0,PERSONAL,A,6000,8.0,0,0.11,N,3,0.105,9500.0,Low (<8%),0,
22,58000,RENT,2.0,PERSONAL,A,6000,6.92,0,0.1,N,4,0.103,19333.0,Low (<8%),5,Low Risk
25,58000,RENT,3.0,MEDICAL,B,6000,12.18,0,0.1,N,4,0.103,14500.0,High (12-16%),10,Low Risk
21,50000,MORTGAGE,5.0,MEDICAL,A,15000,6.54,0,0.3,N,4,0.3,8333.0,Low (<8%),8,Low Risk
23,50000,MORTGAGE,4.0,VENTURE,E,15250,15.95,0,0.3,N,3,0.305,10000.0,High (12-16%),48,Medium Risk
22,50000,OWN,2.0,MEDICAL,D,10400,15.31,0,0.21,Y,4,0.208,16667.0,High (12-16%),53,Medium Risk
24,58000,RENT,3.0,VENTURE,C,6000,12.87,0,0.1,Y,2,0.103,14500.0,High (12-16%),37,Medium Risk
25,50000,OWN,3.0,MEDICAL,A,10000,7.49,0,0.2,N,3,0.2,12500.0,Low (<8%),5,Low Risk
22,52800,RENT,6.0,EDUCATION,C,6000,11.97,1,0.11,N,2,0.114,7543.0,Medium (8-12%),12,Low Risk
22,50000,MORTGAGE,5.0,VENTURE,B,10000,10.36,0,0.2,N,3,0.2,8333.0,Medium (8-12%),5,Low Risk
22,50000,MORTGAGE,6.0,PERSONAL,B,8000,11.12,0,0.16,N,3,0.16,7143.0,Medium (8-12%),5,Low Risk
25,59366,RENT,4.0,MEDICAL,B,6000,11.11,0,0.1,N,2,0.101,11873.0,Medium (8-12%),10,Low Risk
24,59400,RENT,8.0,DEBTCONSOLIDATION,A,6000,7.9,0,0.1,N,3,0.101,6600.0,Low (<8%),0,
24,50000,MORTGAGE,2.0,EDUCATION,D,25000,15.58,0,0.5,Y,3,0.5,16667.0,High (12-16%),60,High Risk
23,59785,RENT,2.0,EDUCATION,A,6000,8.94,0,0.1,N,3,0.1,19928.0,Medium (8-12%),5,Low Risk
23,60000,RENT,1.0,DEBTCONSOLIDATION,A,6000,7.49,0,0.1,N,2,0.1,30000.0,Low (<8%),10,Low Risk
22,50000,MORTGAGE,7.0,EDUCATION,A,12800,7.88,0,0.26,N,3,0.256,6250.0,Low (<8%),8,Low Risk
25,50000,MORTGAGE,9.0,PERSONAL,C,2500,13.61,0,0.05,N,3,0.05,5000.0,High (12-16%),12,Low Risk
22,60000,RENT,5.0,EDUCATION,B,6000,11.49,0,0.1,N,4,0.1,10000.0,Medium (8-12%),5,Low Risk
22,50000,OWN,2.0,EDUCATION,B,5600,11.86,0,0.11,N,2,0.112,16667.0,Medium (8-12%),10,Low Risk
22,60000,RENT,6.0,MEDICAL,B,6000,11.99,0,0.1,N,3,0.1,8571.0,Medium (8-12%),5,Low Risk
23,54000,RENT,5.0,DEBTCONSOLIDATION,D,6000,15.62,1,0.11,Y,4,0.111,9000.0,High (12-16%),40,Medium Risk
24,50000,MORTGAGE,4.0,MEDICAL,A,4000,7.49,0,0.08,N,2,0.08,10000.0,Low (<8%),5,Low Risk
24,54000,RENT,3.0,HOMEIMPROVEMENT,B,6000,10.99,1,0.11,N,2,0.111,13500.0,Medium (8-12%),10,Low Risk
21,60000,RENT,5.0,MEDICAL,A,6000,7.49,0,0.1,N,4,0.1,10000.0,Low (<8%),0,
25,60000,RENT,9.0,PERSONAL,D,6000,14.54,0,0.1,Y,3,0.1,6000.0,High (12-16%),40,Medium Risk
23,54000,RENT,2.0,DEBTCONSOLIDATION,D,6000,14.09,1,0.11,Y,3,0.111,18000.0,High (12-16%),45,Medium Risk
26,50000,OWN,11.0,HOMEIMPROVEMENT,B,1800,11.49,0,0.04,N,4,0.036,4167.0,Medium (8-12%),5,Low Risk
26,50000,MORTGAGE,10.0,PERSONAL,A,10000,7.51,0,0.2,N,3,0.2,4545.0,Low (<8%),0,
24,50000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,9000,7.14,0,0.18,N,2,0.18,5556.0,Low (<8%),0,
25,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,4800,13.61,0,0.1,Y,2,0.096,12500.0,High (12-16%),37,Medium Risk
24,60000,RENT,9.0,MEDICAL,A,6000,7.51,0,0.1,N,3,0.1,6000.0,Low (<8%),0,
25,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,7.49,0,0.08,N,4,0.08,8333.0,Low (<8%),0,
23,50000,OWN,3.0,PERSONAL,B,1500,11.49,0,0.03,N,2,0.03,12500.0,Medium (8-12%),10,Low Risk
23,50000,MORTGAGE,2.0,EDUCATION,C,8000,13.61,0,0.16,N,2,0.16,16667.0,High (12-16%),17,Low Risk
23,54000,RENT,6.0,HOMEIMPROVEMENT,E,6000,16.45,1,0.11,N,2,0.111,7714.0,Very High (>16%),28,Low Risk
24,60000,RENT,0.0,HOMEIMPROVEMENT,B,6000,11.48,0,0.1,N,2,0.1,60000.0,Medium (8-12%),15,Low Risk
22,50000,MORTGAGE,4.0,EDUCATION,A,5000,7.51,0,0.1,N,2,0.1,10000.0,Low (<8%),5,Low Risk
23,60495,RENT,8.0,MEDICAL,A,6000,7.49,0,0.1,N,3,0.099,6722.0,Low (<8%),0,
26,50000,OWN,5.0,MEDICAL,A,3250,7.51,0,0.07,N,2,0.065,8333.0,Low (<8%),0,
25,61000,RENT,9.0,EDUCATION,A,6000,7.49,0,0.1,N,4,0.098,6100.0,Low (<8%),0,
23,44000,MORTGAGE,7.0,PERSONAL,A,8500,7.14,1,0.19,N,3,0.193,5500.0,Low (<8%),0,
22,61104,RENT,6.0,EDUCATION,B,6000,10.99,0,0.1,N,4,0.098,8729.0,Medium (8-12%),5,Low Risk
23,50000,MORTGAGE,2.0,PERSONAL,B,4000,11.86,0,0.08,N,3,0.08,16667.0,Medium (8-12%),10,Low Risk
25,50000,OWN,9.0,VENTURE,C,12000,13.98,0,0.24,N,2,0.24,5000.0,High (12-16%),20,Low Risk
21,62000,RENT,2.0,EDUCATION,B,6000,10.25,0,0.1,N,4,0.097,20667.0,Medium (8-12%),10,Low Risk
25,62000,RENT,2.0,VENTURE,A,6000,7.49,0,0.1,N,3,0.097,20667.0,Low (<8%),5,Low Risk
22,24000,RENT,6.0,DEBTCONSOLIDATION,B,7125,9.67,0,0.3,N,3,0.297,3429.0,Medium (8-12%),13,Low Risk
22,50000,MORTGAGE,5.0,EDUCATION,B,15000,10.25,0,0.3,N,3,0.3,8333.0,Medium (8-12%),13,Low Risk
23,25279,RENT,7.0,PERSONAL,D,7125,17.58,0,0.28,Y,4,0.282,3160.0,Very High (>16%),48,Medium Risk
22,26124,RENT,2.0,EDUCATION,A,7125,5.79,0,0.27,N,2,0.273,8708.0,Low (<8%),13,Low Risk
22,28000,RENT,6.0,DEBTCONSOLIDATION,B,7125,10.99,0,0.25,N,4,0.254,4000.0,Medium (8-12%),13,Low Risk
24,70000,RENT,8.0,VENTURE,A,7125,6.92,0,0.1,N,2,0.102,7778.0,Low (<8%),0,
22,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,9.88,0,0.2,N,4,0.2,7143.0,Medium (8-12%),5,Low Risk
26,15000,RENT,2.0,MEDICAL,B,7100,9.99,1,0.47,N,4,0.473,5000.0,Medium (8-12%),25,Low Risk
23,25000,RENT,1.0,PERSONAL,A,7100,7.9,0,0.28,N,2,0.284,12500.0,Low (<8%),18,Low Risk
25,50000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,5000,11.36,0,0.1,N,2,0.1,5000.0,Medium (8-12%),5,Low Risk
25,33000,RENT,1.0,VENTURE,C,7100,14.65,1,0.22,Y,4,0.215,16500.0,High (12-16%),50,Medium Risk
23,50000,MORTGAGE,4.0,EDUCATION,B,20000,10.62,0,0.4,N,4,0.4,10000.0,Medium (8-12%),25,Low Risk
23,44400,RENT,2.0,DEBTCONSOLIDATION,A,7100,6.99,1,0.16,N,3,0.16,14800.0,Low (<8%),5,Low Risk
25,95000,RENT,3.0,DEBTCONSOLIDATION,A,7100,6.99,0,0.07,N,2,0.075,23750.0,Low (<8%),5,Low Risk
25,96000,RENT,9.0,HOMEIMPROVEMENT,A,7075,5.99,0,0.07,N,4,0.074,9600.0,Low (<8%),0,
22,50000,MORTGAGE,3.0,EDUCATION,A,2500,7.51,0,0.05,N,4,0.05,12500.0,Low (<8%),5,Low Risk
22,30500,RENT,0.0,EDUCATION,A,7025,6.54,1,0.23,N,4,0.23,30500.0,Low (<8%),18,Low Risk
22,10000,RENT,0.0,HOMEIMPROVEMENT,B,7000,12.21,1,0.7,N,2,0.7,10000.0,High (12-16%),40,Medium Risk
25,50000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,18000,7.88,0,0.36,N,2,0.36,5000.0,Low (<8%),15,Low Risk
22,50000,OWN,2.0,VENTURE,C,6000,14.22,0,0.12,N,2,0.12,16667.0,High (12-16%),17,Low Risk
22,15090,RENT,0.0,EDUCATION,A,7000,8.94,1,0.46,N,4,0.464,15090.0,Medium (8-12%),25,Low Risk
21,15600,RENT,4.0,EDUCATION,A,7000,7.51,1,0.45,N,2,0.449,3120.0,Low (<8%),20,Low Risk
21,17000,RENT,4.0,DEBTCONSOLIDATION,B,7000,10.62,1,0.41,N,2,0.412,3400.0,Medium (8-12%),25,Low Risk
22,18000,RENT,1.0,HOMEIMPROVEMENT,B,7000,10.65,1,0.39,N,2,0.389,9000.0,Medium (8-12%),30,Low Risk
25,50000,MORTGAGE,4.0,PERSONAL,A,6000,6.76,0,0.12,N,3,0.12,10000.0,Low (<8%),5,Low Risk
23,18000,RENT,1.0,PERSONAL,A,7000,7.88,1,0.39,N,4,0.389,9000.0,Low (<8%),25,Low Risk
21,18000,RENT,5.0,HOMEIMPROVEMENT,B,7000,11.14,1,0.39,N,4,0.389,3000.0,Medium (8-12%),20,Low Risk
22,50000,MORTGAGE,0.0,PERSONAL,A,6250,7.88,0,0.13,N,2,0.125,50000.0,Low (<8%),10,Low Risk
23,18500,RENT,4.0,EDUCATION,A,7000,7.66,1,0.38,N,4,0.378,3700.0,Low (<8%),20,Low Risk
21,19200,RENT,5.0,HOMEIMPROVEMENT,C,7000,14.35,1,0.36,N,2,0.365,3200.0,High (12-16%),27,Low Risk
25,19200,RENT,1.0,VENTURE,E,7000,16.82,1,0.36,Y,3,0.365,9600.0,Very High (>16%),73,High Risk
24,50000,OWN,4.0,VENTURE,B,21000,10.62,0,0.42,N,4,0.42,10000.0,Medium (8-12%),25,Low Risk
23,21600,RENT,5.0,VENTURE,A,7000,6.62,1,0.32,N,2,0.324,3600.0,Low (<8%),15,Low Risk
21,21600,RENT,6.0,EDUCATION,C,7000,13.98,1,0.32,Y,3,0.324,3086.0,High (12-16%),47,Medium Risk
26,22480,RENT,0.0,HOMEIMPROVEMENT,A,7000,8.0,1,0.31,N,4,0.311,22480.0,Low (<8%),25,Low Risk
22,22500,RENT,2.0,DEBTCONSOLIDATION,B,7000,10.38,1,0.31,N,3,0.311,7500.0,Medium (8-12%),25,Low Risk
24,22680,RENT,9.0,DEBTCONSOLIDATION,B,7000,10.62,1,0.31,N,3,0.309,2268.0,Medium (8-12%),20,Low Risk
25,22776,RENT,4.0,HOMEIMPROVEMENT,B,7000,9.91,1,0.31,N,4,0.307,4555.0,Medium (8-12%),25,Low Risk
25,22880,RENT,2.0,VENTURE,C,7000,13.48,1,0.31,N,3,0.306,7627.0,High (12-16%),32,Medium Risk
23,50000,MORTGAGE,3.0,VENTURE,C,7000,13.48,0,0.14,Y,2,0.14,12500.0,High (12-16%),37,Medium Risk
26,22884,RENT,2.0,MEDICAL,A,7000,7.51,1,0.31,N,4,0.306,7628.0,Low (<8%),20,Low Risk
23,44000,MORTGAGE,0.0,MEDICAL,F,2000,19.13,1,0.05,Y,3,0.045,44000.0,Very High (>16%),62,High Risk
23,50000,MORTGAGE,5.0,PERSONAL,B,9000,11.14,0,0.18,N,2,0.18,8333.0,Medium (8-12%),5,Low Risk
26,50000,MORTGAGE,0.0,EDUCATION,A,10000,7.74,0,0.2,N,2,0.2,50000.0,Low (<8%),10,Low Risk
25,23000,RENT,0.0,DEBTCONSOLIDATION,D,7000,12.49,1,0.3,Y,4,0.304,23000.0,High (12-16%),65,High Risk
22,50000,MORTGAGE,0.0,PERSONAL,B,2500,12.18,0,0.05,N,4,0.05,50000.0,High (12-16%),15,Low Risk
23,50000,MORTGAGE,1.0,PERSONAL,A,9000,7.49,0,0.18,N,2,0.18,25000.0,Low (<8%),10,Low Risk
25,23460,RENT,5.0,MEDICAL,B,7000,10.99,0,0.3,N,2,0.298,3910.0,Medium (8-12%),13,Low Risk
22,24000,RENT,6.0,VENTURE,B,7000,12.42,0,0.29,N,2,0.292,3429.0,High (12-16%),13,Low Risk
26,24000,RENT,2.0,PERSONAL,C,7000,12.99,0,0.29,N,3,0.292,8000.0,High (12-16%),25,Low Risk
24,24000,RENT,0.0,PERSONAL,D,7000,15.62,1,0.29,N,2,0.292,24000.0,High (12-16%),38,Medium Risk
22,50000,MORTGAGE,5.0,PERSONAL,B,2000,12.18,0,0.04,N,3,0.04,8333.0,High (12-16%),5,Low Risk
23,50000,OWN,3.0,VENTURE,A,5000,8.94,0,0.1,N,3,0.1,12500.0,Medium (8-12%),5,Low Risk
22,50000,OWN,3.0,EDUCATION,A,6000,8.94,0,0.12,N,2,0.12,12500.0,Medium (8-12%),5,Low Risk
26,50000,MORTGAGE,5.0,EDUCATION,A,5000,7.4,0,0.1,N,2,0.1,8333.0,Low (<8%),0,
24,44000,MORTGAGE,0.0,EDUCATION,D,15000,15.31,1,0.34,N,2,0.341,44000.0,High (12-16%),45,Medium Risk
25,24000,RENT,0.0,VENTURE,E,7000,16.45,1,0.29,Y,2,0.292,24000.0,Very High (>16%),66,High Risk
22,24996,RENT,6.0,DEBTCONSOLIDATION,B,7000,11.86,0,0.28,N,2,0.28,3571.0,Medium (8-12%),13,Low Risk
21,25000,RENT,1.0,EDUCATION,B,7000,12.69,0,0.28,N,2,0.28,12500.0,High (12-16%),23,Low Risk
22,50000,MORTGAGE,6.0,VENTURE,C,10500,14.26,0,0.21,Y,2,0.21,7143.0,High (12-16%),40,Medium Risk
22,63000,RENT,6.0,PERSONAL,B,6000,11.49,0,0.1,N,2,0.095,9000.0,Medium (8-12%),5,Low Risk
26,63000,RENT,3.0,HOMEIMPROVEMENT,C,6000,13.23,0,0.1,N,2,0.095,15750.0,High (12-16%),17,Low Risk
23,63402,RENT,3.0,DEBTCONSOLIDATION,C,6000,13.22,0,0.09,N,4,0.095,15850.0,High (12-16%),17,Low Risk
25,57500,RENT,4.0,VENTURE,C,6000,11.28,1,0.1,N,2,0.104,11500.0,Medium (8-12%),17,Low Risk
24,58668,RENT,8.0,MEDICAL,D,6000,15.05,1,0.1,Y,4,0.102,6519.0,High (12-16%),40,Medium Risk
23,65000,RENT,7.0,EDUCATION,C,6000,15.23,0,0.09,N,3,0.092,8125.0,High (12-16%),12,Low Risk
23,65000,RENT,2.0,EDUCATION,B,6000,11.99,0,0.09,N,2,0.092,21667.0,Medium (8-12%),10,Low Risk
26,65000,RENT,7.0,EDUCATION,D,6000,16.49,0,0.09,Y,2,0.092,8125.0,Very High (>16%),40,Medium Risk
25,59000,RENT,9.0,VENTURE,C,6000,15.23,1,0.1,N,3,0.102,5900.0,High (12-16%),12,Low Risk
23,44000,MORTGAGE,8.0,PERSONAL,B,15000,12.18,1,0.34,N,3,0.341,4889.0,High (12-16%),20,Low Risk
24,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,10.99,0,0.24,N,3,0.24,12500.0,Medium (8-12%),18,Low Risk
22,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,11000,8.94,0,0.22,N,4,0.22,16667.0,Medium (8-12%),13,Low Risk
25,65000,RENT,8.0,EDUCATION,C,6000,13.06,0,0.09,Y,3,0.092,7222.0,High (12-16%),32,Medium Risk
24,65000,RENT,3.0,MEDICAL,A,6000,7.49,0,0.09,N,2,0.092,16250.0,Low (<8%),5,Low Risk
24,59000,RENT,2.0,DEBTCONSOLIDATION,D,6000,16.0,1,0.1,N,4,0.102,19667.0,High (12-16%),25,Low Risk
23,65000,RENT,0.0,EDUCATION,A,6000,9.63,0,0.09,N,3,0.092,65000.0,Medium (8-12%),10,Low Risk
25,65004,RENT,0.0,DEBTCONSOLIDATION,C,6000,12.87,0,0.09,N,4,0.092,65004.0,High (12-16%),22,Low Risk
21,65004,RENT,5.0,PERSONAL,A,6000,7.68,0,0.09,N,3,0.092,10834.0,Low (<8%),0,
22,50000,MORTGAGE,0.0,EDUCATION,B,20000,11.48,0,0.4,N,2,0.4,50000.0,Medium (8-12%),30,Low Risk
22,65100,RENT,3.0,EDUCATION,E,6000,16.2,0,0.09,N,4,0.092,16275.0,Very High (>16%),33,Medium Risk
22,66000,RENT,4.0,EDUCATION,B,6000,9.99,0,0.09,N,4,0.091,13200.0,Medium (8-12%),10,Low Risk
25,44000,MORTGAGE,4.0,MEDICAL,D,5550,14.11,1,0.13,Y,4,0.126,8800.0,High (12-16%),45,Medium Risk
26,66400,RENT,6.0,MEDICAL,A,6000,7.29,0,0.09,N,4,0.09,9486.0,Low (<8%),0,
24,67644,RENT,3.0,DEBTCONSOLIDATION,A,6000,6.99,0,0.09,N,3,0.089,16911.0,Low (<8%),5,Low Risk
24,50000,MORTGAGE,8.0,EDUCATION,C,3000,13.47,0,0.06,N,2,0.06,5556.0,High (12-16%),12,Low Risk
26,62065,RENT,7.0,PERSONAL,B,6000,11.12,1,0.1,N,3,0.097,7758.0,Medium (8-12%),5,Low Risk
26,44000,MORTGAGE,8.0,MEDICAL,G,12000,18.84,1,0.27,Y,3,0.273,4889.0,Very High (>16%),63,High Risk
22,68250,RENT,4.0,EDUCATION,F,6000,19.13,0,0.09,Y,3,0.088,13650.0,Very High (>16%),57,High Risk
24,50000,MORTGAGE,2.0,VENTURE,A,12500,9.32,0,0.25,N,2,0.25,16667.0,Medium (8-12%),13,Low Risk
25,68496,RENT,1.0,VENTURE,A,6000,8.0,0,0.09,N,3,0.088,34248.0,Low (<8%),10,Low Risk
22,69000,RENT,2.0,VENTURE,A,6000,7.49,0,0.09,N,4,0.087,23000.0,Low (<8%),5,Low Risk
22,44000,MORTGAGE,4.0,MEDICAL,D,16000,14.74,1,0.36,Y,3,0.364,8800.0,High (12-16%),60,High Risk
23,69000,RENT,7.0,MEDICAL,A,6000,7.88,0,0.09,N,2,0.087,8625.0,Low (<8%),0,
26,63400,RENT,2.0,PERSONAL,D,6000,15.21,1,0.09,Y,2,0.095,21133.0,High (12-16%),45,Medium Risk
22,69500,RENT,6.0,DEBTCONSOLIDATION,B,6000,10.65,0,0.09,N,4,0.086,9929.0,Medium (8-12%),5,Low Risk
22,50000,MORTGAGE,1.0,PERSONAL,E,9800,16.32,0,0.2,Y,3,0.196,25000.0,Very High (>16%),58,High Risk
22,69528,RENT,6.0,PERSONAL,C,6000,12.99,0,0.09,Y,3,0.086,9933.0,High (12-16%),32,Medium Risk
26,69780,RENT,3.0,PERSONAL,A,6000,9.32,0,0.09,N,3,0.086,17445.0,Medium (8-12%),5,Low Risk
24,69996,RENT,0.0,HOMEIMPROVEMENT,C,6000,13.06,0,0.09,N,2,0.086,69996.0,High (12-16%),22,Low Risk
26,70000,RENT,3.0,PERSONAL,A,6000,8.49,0,0.09,N,4,0.086,17500.0,Medium (8-12%),5,Low Risk
21,44000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,15000,16.0,1,0.34,N,2,0.341,14667.0,High (12-16%),48,Medium Risk
23,70000,RENT,4.0,EDUCATION,A,6000,7.49,0,0.09,N,2,0.086,14000.0,Low (<8%),5,Low Risk
23,50000,MORTGAGE,0.0,PERSONAL,A,6500,7.49,0,0.13,N,4,0.13,50000.0,Low (<8%),10,Low Risk
22,50000,MORTGAGE,7.0,EDUCATION,A,6400,8.0,0,0.13,N,2,0.128,6250.0,Low (<8%),0,
26,50000,MORTGAGE,10.0,HOMEIMPROVEMENT,E,15000,16.0,0,0.3,N,3,0.3,4545.0,High (12-16%),36,Medium Risk
25,70000,RENT,9.0,EDUCATION,B,6000,9.25,0,0.09,N,4,0.086,7000.0,Medium (8-12%),5,Low Risk
26,70000,RENT,4.0,MEDICAL,A,6000,6.17,0,0.09,N,4,0.086,14000.0,Low (<8%),5,Low Risk
24,50000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,9.63,0,0.12,N,3,0.12,10000.0,Medium (8-12%),5,Low Risk
24,50000,MORTGAGE,1.0,PERSONAL,C,11400,12.53,0,0.23,N,2,0.228,25000.0,High (12-16%),30,Low Risk
23,70000,RENT,4.0,EDUCATION,B,6000,11.49,0,0.09,N,4,0.086,14000.0,Medium (8-12%),10,Low Risk
22,70000,RENT,0.0,EDUCATION,B,6000,11.89,0,0.09,N,2,0.086,70000.0,Medium (8-12%),15,Low Risk
22,50000,MORTGAGE,7.0,EDUCATION,B,4000,10.95,0,0.08,N,4,0.08,6250.0,Medium (8-12%),5,Low Risk
23,50000,MORTGAGE,7.0,VENTURE,B,8600,11.26,0,0.17,N,3,0.172,6250.0,Medium (8-12%),5,Low Risk
26,50000,OWN,4.0,HOMEIMPROVEMENT,C,10000,13.47,0,0.2,Y,2,0.2,10000.0,High (12-16%),37,Medium Risk
23,50000,OWN,0.0,MEDICAL,A,10200,9.63,0,0.2,N,4,0.204,50000.0,Medium (8-12%),18,Low Risk
24,50000,MORTGAGE,7.0,VENTURE,D,1000,14.42,0,0.02,N,3,0.02,6250.0,High (12-16%),20,Low Risk
22,71000,RENT,4.0,MEDICAL,B,6000,10.99,0,0.08,N,4,0.085,14200.0,Medium (8-12%),10,Low Risk
23,65074,RENT,0.0,EDUCATION,D,6000,14.42,1,0.09,Y,3,0.092,65074.0,High (12-16%),50,Medium Risk
